time,connected,alive,connectivity_pct,e0_mah,traffic_interval,tree_only
4500.000000,1,11,9.0909,0.2500,1.0000,False
4510.000000,1,11,9.0909,0.2500,1.0000,False
4520.000000,1,11,9.0909,0.2500,1.0000,False
4530.000000,1,11,9.0909,0.2500,1.0000,False
4540.000000,1,11,9.0909,0.2500,1.0000,False
4550.000000,1,11,9.0909,0.2500,1.0000,False
4560.000000,1,11,9.0909,0.2500,1.0000,False
4570.000000,1,11,9.0909,0.2500,1.0000,False
4580.000000,1,11,9.0909,0.2500,1.0000,False
4590.000000,1,11,9.0909,0.2500,1.0000,False
4600.000000,1,11,9.0909,0.2500,1.0000,False
4610.000000,1,11,9.0909,0.2500,1.0000,False
4620.000000,1,11,9.0909,0.2500,1.0000,False
4630.000000,1,11,9.0909,0.2500,1.0000,False
4640.000000,1,11,9.0909,0.2500,1.0000,False
4650.000000,1,11,9.0909,0.2500,1.0000,False
4660.000000,1,11,9.0909,0.2500,1.0000,False
4670.000000,1,11,9.0909,0.2500,1.0000,False
4680.000000,1,11,9.0909,0.2500,1.0000,False
4690.000000,1,11,9.0909,0.2500,1.0000,False
4700.000000,1,11,9.0909,0.2500,1.0000,False
4710.000000,1,11,9.0909,0.2500,1.0000,False
4720.000000,1,11,9.0909,0.2500,1.0000,False
4730.000000,1,11,9.0909,0.2500,1.0000,False
4740.000000,1,11,9.0909,0.2500,1.0000,False
4750.000000,1,11,9.0909,0.2500,1.0000,False
4760.000000,1,11,9.0909,0.2500,1.0000,False
4770.000000,1,11,9.0909,0.2500,1.0000,False
4780.000000,1,11,9.0909,0.2500,1.0000,False
4790.000000,1,11,9.0909,0.2500,1.0000,False
4800.000000,1,11,9.0909,0.2500,1.0000,False
4810.000000,1,11,9.0909,0.2500,1.0000,False
4820.000000,1,11,9.0909,0.2500,1.0000,False
4830.000000,1,11,9.0909,0.2500,1.0000,False
4840.000000,1,11,9.0909,0.2500,1.0000,False
4850.000000,1,11,9.0909,0.2500,1.0000,False
4860.000000,1,11,9.0909,0.2500,1.0000,False
4870.000000,1,11,9.0909,0.2500,1.0000,False
4880.000000,1,11,9.0909,0.2500,1.0000,False
4890.000000,1,11,9.0909,0.2500,1.0000,False
4900.000000,1,11,9.0909,0.2500,1.0000,False
4910.000000,1,11,9.0909,0.2500,1.0000,False
4920.000000,1,11,9.0909,0.2500,1.0000,False
4930.000000,1,11,9.0909,0.2500,1.0000,False
4940.000000,1,11,9.0909,0.2500,1.0000,False
4950.000000,1,11,9.0909,0.2500,1.0000,False
4960.000000,1,11,9.0909,0.2500,1.0000,False
4970.000000,1,11,9.0909,0.2500,1.0000,False
4980.000000,1,11,9.0909,0.2500,1.0000,False
4990.000000,1,11,9.0909,0.2500,1.0000,False
