source_id,target_id,distance
9,22,388.757667
9,23,468.088754
9,24,188.601084
9,25,176.506981
9,26,177.993865
9,27,208.458309
9,28,294.274745
9,29,350.164569
9,30,393.511567
9,31,484.820587
9,32,252.511324
9,33,224.648544
9,34,265.035550
9,35,267.228390
9,36,331.410623
9,37,397.284084
9,38,455.644745
9,39,527.346045
9,40,310.051642
9,41,317.376244
9,42,327.951813
9,43,326.122051
9,44,380.214153
9,45,465.765535
9,46,477.632934
9,47,583.855774
9,48,396.848378
9,49,389.173739
10,11,51.813952
10,12,119.760911
10,13,219.336904
10,14,286.559654
10,15,340.570322
10,16,179.001867
10,17,99.428659
10,18,44.571583
10,19,105.414545
10,20,137.937192
10,21,210.536301
10,22,306.483517
10,23,386.169958
10,24,209.778906
10,25,181.326797
10,26,144.547482
10,27,143.543266
10,28,216.475227
10,29,271.636983
10,30,311.449933
10,31,402.954606
10,32,256.803092
10,33,215.561096
10,34,227.657287
10,35,212.709887
10,36,264.768218
10,37,321.754004
10,38,377.984072
10,39,446.178090
10,40,312.813015
10,41,297.513076
10,42,286.439085
10,43,275.525376
10,44,318.570550
10,45,394.103650
10,46,401.968885
10,47,505.877941
10,48,390.179581
10,49,369.283751
11,12,67.959650
11,13,167.858980
11,14,235.262190
11,15,289.045951
11,16,227.806501
11,17,141.201927
11,18,67.057044
11,19,92.709722
11,20,93.849625
11,21,163.937378
11,22,258.515729
11,23,336.757123
11,24,251.058088
11,25,217.771274
11,26,164.074740
11,27,134.682968
11,28,183.509411
11,29,236.050021
11,30,266.690537
11,31,358.636677
11,32,289.537549
11,33,243.557445
11,34,237.412650
11,35,209.084478
11,36,246.046788
11,37,290.253948
11,38,342.571429
11,39,403.742936
11,40,343.157222
11,41,315.928425
11,42,290.371251
11,43,272.408767
11,44,303.702115
11,45,366.770569
11,46,369.320764
11,47,469.141989
11,48,413.934738
11,49,385.734097
12,13,100.478942
12,14,168.066528
12,15,221.410362
12,16,292.904625
12,17,202.428182
12,18,125.490191
12,19,114.294010
12,20,57.546415
12,21,108.683781
12,22,197.515420
12,23,272.539007
12,24,309.120951
12,25,272.157996
12,26,205.905735
12,27,150.026872
12,28,154.647486
12,29,198.590788
12,30,211.558031
12,31,302.856445
12,32,338.489881
12,33,289.039340
12,34,263.713565
12,35,221.395625
12,36,234.932832
12,37,257.185218
12,38,301.649391
12,39,350.556597
12,40,388.500969
12,41,348.738854
12,42,307.056363
12,43,281.102810
12,44,295.054435
12,45,337.795051
12,46,332.158701
12,47,424.148830
12,48,450.665864
12,49,414.471335
13,14,67.596887
13,15,121.234920
13,16,386.671663
13,17,293.247488
13,18,217.752932
13,19,182.388782
13,20,100.965084
13,21,63.919740
13,22,109.246016
13,23,175.293499
13,24,393.570884
13,25,353.283527
13,26,277.365393
13,27,202.844374
13,28,146.443999
13,29,162.720123
13,30,135.920101
13,31,220.034740
13,32,410.953099
13,33,359.214220
13,34,312.788350
13,35,257.866962
13,36,237.242103
13,37,220.363919
13,38,246.467735
13,39,270.809230
13,40,454.898074
13,41,400.542771
13,42,340.448790
13,43,306.012224
13,44,293.865406
13,45,300.747522
13,46,281.560278
13,47,356.176105
13,48,503.928386
13,49,458.154689
14,15,54.846712
14,16,450.980451
14,17,356.834426
14,18,282.644103
14,19,240.657225
14,20,161.314831
14,21,100.332587
14,22,69.867785
14,23,112.415350
14,24,453.458410
14,25,412.028784
14,26,333.222203
14,27,254.212500
14,28,175.311577
14,29,169.264411
14,30,108.807889
14,31,173.856323
14,32,464.782390
14,33,412.706872
14,34,357.080940
14,35,298.292564
14,36,260.207908
14,37,217.860780
14,38,226.075085
14,39,225.450759
14,40,505.020090
14,41,443.823002
14,42,375.410367
14,43,337.678979
14,44,310.490383
14,45,291.629476
14,46,262.662028
14,47,318.935712
14,48,546.199295
14,49,495.754183
15,16,505.826159
15,17,411.660234
15,18,337.463342
15,19,294.839507
15,20,216.034246
15,21,152.398341
15,22,89.541626
15,23,81.739449
15,24,507.650892
15,25,465.980010
15,26,386.534977
15,27,306.565288
15,28,221.117212
15,29,204.603644
15,30,128.589539
15,31,164.192817
15,32,517.110247
15,33,465.040809
15,34,406.076053
15,35,346.173134
15,36,300.452596
15,37,244.538366
15,38,238.734767
15,39,213.159222
15,40,555.818106
15,41,491.848979
15,42,419.924229
15,43,380.962940
15,44,345.991479
15,45,310.374275
15,46,274.738557
15,47,311.895739
15,48,593.299265
15,49,540.728900
16,17,94.606752
16,18,168.971387
16,19,217.316763
16,20,290.324063
16,21,360.228716
16,22,454.761832
16,23,537.847720
16,24,71.081926
16,25,89.093941
16,26,152.170481
16,27,225.533781
16,28,330.030231
16,29,383.815981
16,30,448.018857
16,31,533.155786
16,32,144.299060
16,33,141.362236
16,34,217.238406
16,35,249.938789
16,36,330.459290
16,37,415.923821
16,38,479.109819
16,39,567.493133
16,40,197.271829
16,41,233.037879
16,42,276.785344
16,43,291.735892
16,44,362.561822
16,45,467.709284
16,46,492.177862
16,47,603.781657
16,48,288.906812
16,49,298.138386
17,18,76.943603
17,19,123.486242
17,20,195.875837
17,21,265.643728
17,22,360.418379
17,23,443.428807
17,24,110.623254
17,25,83.304309
17,26,81.276416
17,27,137.241112
17,28,239.277636
17,29,294.329999
17,30,354.843012
17,31,441.462820
17,32,160.229817
17,33,125.368853
17,34,166.194700
17,35,178.570031
17,36,252.696647
17,37,331.498199
17,38,393.680959
17,39,477.801266
17,40,217.407364
17,41,216.492529
17,42,229.537412
17,43,232.333291
17,44,294.040517
17,45,390.634589
17,46,410.075689
17,47,520.480448
17,48,300.048648
17,49,288.528777
18,19,68.354717
18,20,123.722106
18,21,196.048027
18,22,292.361724
18,23,374.434348
18,24,184.927866
18,25,150.742881
18,26,102.164801
18,27,102.116487
18,28,186.288332
18,29,242.381720
18,30,291.785978
18,31,381.628657
18,32,222.825863
18,33,178.008378
18,34,183.460471
18,35,168.808857
18,36,224.911846
18,37,288.500826
18,38,347.237719
18,39,422.042379
18,40,277.110974
18,41,255.604123
18,42,241.882438
18,43,231.314725
18,44,276.816757
18,45,357.515203
18,46,368.841277
18,47,475.462536
18,48,350.710385
18,49,326.895363
19,20,81.461505
19,21,144.569081
19,22,237.632654
19,23,320.811394
19,24,212.821677
19,25,171.486787
19,26,95.505860
19,27,41.973682
19,28,119.310041
19,29,175.409916
19,30,231.418842
19,31,318.895947
19,32,229.577043
19,33,178.460855
19,34,150.529477
19,35,116.482119
19,36,159.452399
19,37,220.179900
19,38,279.340701
19,39,357.102885
19,40,276.611120
19,41,234.539559
19,42,199.143001
19,43,179.719772
19,44,214.408166
19,45,289.658756
19,46,300.505413
19,47,407.524545
19,48,336.381232
19,49,301.172910
20,21,73.086057
20,22,169.566123
20,23,250.958616
20,24,293.041583
20,25,252.419450
20,26,176.714291
20,27,106.168899
20,28,97.927280
20,29,145.462122
20,30,173.707207
20,31,265.467863
20,32,310.616388
20,33,259.135317
20,34,219.928904
20,35,171.361310
20,36,177.692379
20,37,202.578125
20,38,250.979832
20,39,309.979323
20,40,356.098854
20,41,307.133654
20,42,257.058408
20,43,228.194131
20,44,237.854265
20,45,282.209959
20,46,279.600971
20,47,376.380014
20,48,410.364886
20,49,369.331515
21,22,96.508334
21,23,178.438067
21,24,356.596068
21,25,314.442188
21,26,234.313609
21,27,154.213359
21,28,82.856101
21,29,102.631727
21,30,103.457793
21,31,195.309282
21,32,364.813260
21,33,312.733870
21,34,257.482513
21,35,199.783444
21,36,173.437462
21,37,161.974333
21,38,197.250381
21,39,242.113408
21,40,404.693479
21,41,344.689973
21,42,279.942331
21,43,244.177328
21,44,229.972752
21,45,243.520082
21,46,230.131768
21,47,316.519853
21,48,447.559157
21,49,399.115009
22,23,83.210361
22,24,446.250027
22,25,403.346456
22,26,321.546230
22,27,239.420204
22,28,142.154349
22,29,116.436214
22,30,40.439149
22,31,110.919134
22,32,446.495784
22,33,394.947521
22,34,328.264625
22,35,267.186011
22,36,213.755130
22,37,155.312371
22,38,156.706987
22,39,162.054329
22,40,480.558922
22,41,411.647648
22,42,335.772983
22,43,295.918742
22,44,256.941019
22,45,224.488404
22,46,193.312144
22,47,251.438681
22,48,511.269931
22,49,456.444534
23,24,529.128437
23,25,486.135181
23,26,404.171160
23,27,321.990773
23,28,221.979593
23,29,186.167831
23,30,101.789559
23,31,90.368641
23,32,527.314696
23,33,476.119497
23,34,406.156916
23,35,344.866007
23,36,283.227975
23,37,207.436760
23,38,182.657897
23,39,134.951538
23,40,559.154022
23,41,487.096293
23,42,407.497981
23,43,366.819102
23,44,317.474074
23,45,257.922336
23,46,215.778849
23,47,234.832512
23,48,584.324962
23,49,526.926194
24,25,43.271953
24,26,125.439733
24,27,207.391930
24,28,311.155232
24,29,360.752413
24,30,433.333893
24,31,512.617976
24,32,73.242541
24,33,80.072768
24,34,165.487432
24,35,210.452450
24,36,292.926563
24,37,383.877501
24,38,447.316697
24,39,541.880911
24,40,126.928883
24,41,165.083823
24,42,219.212059
24,43,240.705469
24,44,315.616138
24,45,426.069401
24,46,455.726249
24,47,567.505834
24,48,218.188953
24,49,227.841698
25,26,82.201965
25,27,164.254608
25,28,267.883987
25,29,317.612149
25,30,390.094723
25,31,469.436759
25,32,77.198756
25,33,53.820979
25,34,129.524474
25,35,169.421884
25,36,251.777459
25,37,341.792493
25,38,405.287556
25,39,499.086975
25,40,134.707592
25,41,148.375491
25,42,187.838560
25,43,204.735838
25,44,277.825527
25,45,386.477967
25,46,414.689254
25,47,526.565160
25,48,220.358432
25,49,217.458713
26,27,82.181355
26,28,185.791330
26,29,236.377240
26,30,307.896159
26,31,387.913159
26,32,134.081473
26,33,83.330278
26,34,87.242704
26,35,99.620431
26,36,178.471028
26,37,264.323044
26,38,327.711461
26,39,418.924285
26,40,182.597590
26,41,153.439340
26,42,149.958638
26,43,151.065868
26,44,214.730141
26,45,316.161981
26,46,340.025590
26,47,451.688301
26,48,249.863622
26,49,224.859655
27,28,105.064118
27,29,158.289641
27,30,226.161943
27,31,308.249407
27,32,210.609842
27,33,158.528930
27,34,114.379912
27,35,74.668924
27,36,123.078421
27,37,194.584083
27,38,256.470756
27,39,341.993182
27,40,252.176355
27,41,201.092873
27,42,158.469831
27,43,137.773303
27,44,175.062594
27,45,257.983148
27,46,273.834867
27,47,383.566535
27,48,304.228446
27,49,264.811385
28,29,56.139293
28,30,122.729227
28,31,203.246517
28,32,305.343515
28,33,254.277338
28,34,186.330663
28,35,125.562503
28,36,90.920283
28,37,106.744637
28,38,161.589704
28,39,238.585606
28,40,338.405082
28,41,270.960134
28,42,200.099375
28,43,162.756077
28,44,148.940971
28,45,184.686065
28,46,186.153484
28,47,289.689907
28,48,372.184390
28,49,320.515321
29,30,84.632950
29,31,151.942377
29,32,347.995130
29,33,298.499837
29,34,222.405419
29,35,161.574100
29,36,97.899554
29,37,59.707046
29,38,106.651958
29,39,183.717300
29,40,375.377466
29,41,301.202496
29,42,221.563254
29,43,181.082899
29,44,141.820775
29,45,141.385882
29,46,134.142590
29,47,234.245759
29,48,398.232703
29,49,341.598574
30,31,91.964638
30,32,427.383116
30,33,376.680031
30,34,304.712342
30,35,243.452232
30,36,182.284808
30,37,116.080298
30,38,117.336213
30,39,139.076452
30,40,457.798301
30,41,385.308345
30,42,306.192794
30,43,265.670518
30,44,220.989327
30,45,184.061287
30,46,153.894157
30,47,220.265296
30,48,482.847482
30,49,426.106269
31,32,498.481515
31,33,449.768384
31,34,370.712303
31,35,311.178668
31,36,236.840069
31,37,146.821730
31,38,102.978440
31,39,51.642515
31,40,522.257471
31,41,443.703104
31,42,358.950548
31,43,318.290084
31,44,256.774253
31,45,177.225550
31,46,131.283182
31,47,147.834302
31,48,534.466602
31,49,473.520397
32,33,52.080935
32,34,129.809365
32,35,187.347775
32,36,266.150178
32,37,359.977049
32,38,421.972483
32,39,521.638803
32,40,57.629167
32,41,98.219913
32,42,168.600813
32,43,198.795628
32,44,275.692895
32,45,389.610770
32,46,424.788589
32,47,534.898615
32,48,146.247047
32,49,155.546903
33,34,87.565206
33,35,139.812832
33,36,220.950199
33,37,314.100928
33,38,376.902092
33,39,474.871935
33,40,99.864242
33,41,94.936447
33,42,139.144201
33,43,161.849336
33,44,237.798796
33,45,349.973578
33,46,382.269475
33,47,493.472843
33,48,175.332809
33,49,165.256199
34,35,61.291789
34,36,136.429591
34,37,230.312411
34,38,292.163659
34,39,392.164331
34,40,153.108230
34,41,87.765010
34,42,63.359260
34,43,75.382697
34,44,150.381612
34,45,262.458593
34,46,295.634966
34,47,406.435949
34,48,191.192180
34,49,150.777265
35,36,82.475578
35,37,174.484667
35,38,237.587368
35,39,335.074040
35,40,214.346085
35,41,145.704488
35,42,85.838360
35,43,63.482016
35,44,115.492748
35,45,217.921102
35,46,245.341067
35,47,357.187632
35,48,247.942755
35,49,200.316934
36,37,93.891944
36,38,156.031007
36,39,255.836641
36,40,285.749465
36,41,207.114502
36,42,124.434471
36,43,83.629878
36,44,60.166468
36,45,138.079030
36,46,162.912220
36,47,274.789445
36,48,301.381705
36,49,243.830014
37,38,63.509035
37,39,162.010302
37,40,378.809246
37,41,298.247661
37,42,212.592458
37,43,172.215623
37,44,111.255183
37,45,81.683609
37,46,80.366480
37,47,189.000961
37,48,387.654695
37,49,326.807551
38,39,103.548618
38,40,438.323428
38,41,356.013798
38,42,269.201954
38,43,229.969842
38,44,160.741065
38,45,75.430347
38,46,36.606404
38,47,128.226365
38,48,440.760980
38,49,378.168437
39,40,540.552335
39,41,459.002595
39,42,372.418877
39,43,332.812807
39,44,264.253801
39,45,167.216839
39,46,118.751910
39,47,99.948832
39,48,544.267506
39,49,481.520142
40,41,85.595001
40,42,171.531725
40,43,208.684542
40,44,283.176389
40,45,396.945192
40,46,436.383936
40,47,543.392662
40,48,91.871773
40,49,117.049015
41,42,87.128569
41,43,126.207662
41,44,198.619931
41,45,311.877947
41,46,352.252523
41,47,458.295110
41,48,103.438981
41,49,72.280982
42,43,40.897709
42,44,111.674885
42,45,225.474882
42,46,265.171718
42,47,371.908946
42,48,176.947296
42,49,120.827798
43,44,76.902462
43,45,190.928275
43,46,228.065784
43,47,336.748305
43,48,217.796562
43,49,160.601666
44,45,114.272076
44,46,153.722956
44,47,260.506869
44,48,280.020458
44,49,217.606971
45,46,48.475482
45,47,146.447731
45,48,386.529951
45,49,322.415699
46,47,111.890295
46,48,431.216894
46,49,367.512789
47,48,530.140316
47,49,465.703242
48,49,64.478890
