seq_no,packet_type,origin_uid,dst_addr,final_uid,created_time,delivered_time,delay,hop_count,path
1,JOIN_REQ,27,"[1,254]",18,25.708293,25.708377,0.000085,1,27->18
32,JOIN_ACK,18,"[255,255]",17,25.708377,25.708429,0.000051,1,18->17
32,JOIN_ACK,18,"[255,255]",28,25.708377,25.708439,0.000062,1,18->17->28
32,JOIN_ACK,18,"[255,255]",8,25.708377,25.708450,0.000072,1,18->17->28->8
32,JOIN_ACK,18,"[255,255]",27,25.708377,25.708462,0.000085,1,18->17->28->8->27
3,ACK,27,"[1,254]",18,25.708462,25.708546,0.000085,1,27->18
12,JOIN_REQ,38,"[1,1]",27,25.840275,25.840379,0.000104,1,38->27
6,NETID_REQ,27,"[1,254]",18,25.840379,25.840463,0.000085,1,27->18
34,NETID_RESP,18,"[1,1]",27,25.840463,25.840548,0.000085,2,18->27
34,NETID_RESP,18,"[1,1]",27,25.840463,25.840548,0.000085,2,18->27->27
9,JOIN_ACK,27,"[255,255]",17,25.840548,25.840610,0.000062,1,27->17
9,JOIN_ACK,27,"[255,255]",28,25.840548,25.840610,0.000062,1,27->17->28
9,JOIN_ACK,27,"[255,255]",37,25.840548,25.840627,0.000080,1,27->17->28->37
9,JOIN_ACK,27,"[255,255]",18,25.840548,25.840632,0.000085,1,27->17->28->37->18
10,ACK,27,"[1,254]",18,25.840548,25.840632,0.000085,1,27->18
9,JOIN_ACK,27,"[255,255]",38,25.840548,25.840652,0.000104,1,27->17->28->37->18->38
9,JOIN_ACK,27,"[255,255]",36,25.840548,25.840655,0.000107,1,27->17->28->37->18->38->36
14,ACK,38,"[2,254]",27,25.840652,25.840755,0.000104,1,38->27
18,ACK,38,"[1,1]",27,25.840859,25.840963,0.000104,1,38->27
13,JOIN_REQ,47,"[2,254]",38,26.262648,26.262731,0.000083,1,47->38
21,JOIN_ACK,38,"[255,255]",37,26.262731,26.262765,0.000034,1,38->37
21,JOIN_ACK,38,"[255,255]",48,26.262731,26.262771,0.000039,1,38->37->48
21,JOIN_ACK,38,"[255,255]",47,26.262731,26.262814,0.000083,1,38->37->48->47
21,JOIN_ACK,38,"[255,255]",49,26.262731,26.262815,0.000084,1,38->37->48->47->49
21,JOIN_ACK,38,"[255,255]",28,26.262731,26.262835,0.000104,1,38->37->48->47->49->28
21,JOIN_ACK,38,"[255,255]",27,26.262731,26.262835,0.000104,1,38->37->48->47->49->28->27
15,ACK,47,"[2,254]",38,26.262814,26.262897,0.000083,1,47->38
8,JOIN_REQ,37,"[2,254]",38,26.375636,26.375670,0.000034,1,37->38
23,JOIN_ACK,38,"[255,255]",37,26.375670,26.375703,0.000034,1,38->37
23,JOIN_ACK,38,"[255,255]",48,26.375670,26.375709,0.000039,1,38->37->48
10,ACK,37,"[2,254]",38,26.375703,26.375737,0.000034,1,37->38
4,JOIN_REQ,48,"[2,254]",38,26.460637,26.460676,0.000039,1,48->38
25,JOIN_ACK,38,"[255,255]",37,26.460676,26.460710,0.000034,1,38->37
25,JOIN_ACK,38,"[255,255]",48,26.460676,26.460715,0.000039,1,38->37->48
6,ACK,48,"[2,254]",38,26.460715,26.460755,0.000039,1,48->38
13,JOIN_REQ,49,"[2,254]",38,27.586319,27.586404,0.000084,1,49->38
29,JOIN_ACK,38,"[255,255]",37,27.586404,27.586437,0.000034,1,38->37
29,JOIN_ACK,38,"[255,255]",48,27.586404,27.586443,0.000039,1,38->37->48
29,JOIN_ACK,38,"[255,255]",47,27.586404,27.586486,0.000083,1,38->37->48->47
29,JOIN_ACK,38,"[255,255]",49,27.586404,27.586488,0.000084,1,38->37->48->47->49
29,JOIN_ACK,38,"[255,255]",28,27.586404,27.586507,0.000104,1,38->37->48->47->49->28
29,JOIN_ACK,38,"[255,255]",27,27.586404,27.586507,0.000104,1,38->37->48->47->49->28->27
15,ACK,49,"[2,254]",38,27.586488,27.586572,0.000084,1,49->38
6,JOIN_REQ,57,"[2,1]",47,27.995256,27.995303,0.000048,1,57->47
25,NETID_REQ,47,"[1,254]",18,27.995303,27.995574,0.000271,3,47->38->27->18
33,NETID_RESP,18,"[2,1]",47,27.995574,27.995845,0.000271,4,18->27->27->38->38->47
34,NETID_RESP,18,"[2,1]",47,27.995574,27.995845,0.000271,4,18->27->27->38->38->47->47
23,JOIN_ACK,47,"[255,255]",57,27.995845,27.995893,0.000048,1,47->57
23,JOIN_ACK,47,"[255,255]",48,27.995845,27.995927,0.000081,1,47->57->48
23,JOIN_ACK,47,"[255,255]",38,27.995845,27.995928,0.000083,1,47->57->48->38
23,JOIN_ACK,47,"[255,255]",37,27.995845,27.995931,0.000085,1,47->57->48->38->37
8,ACK,57,"[3,254]",47,27.995893,27.995941,0.000048,1,57->47
12,ACK,57,"[2,1]",47,27.995988,27.996036,0.000048,1,57->47
28,ACK,47,"[1,254]",18,27.995845,27.996117,0.000271,3,47->38->27->18
9,JOIN_REQ,28,"[1,254]",18,28.163942,28.164004,0.000062,1,28->18
50,JOIN_ACK,18,"[255,255]",17,28.164004,28.164055,0.000051,1,18->17
50,JOIN_ACK,18,"[255,255]",28,28.164004,28.164065,0.000062,1,18->17->28
50,JOIN_ACK,18,"[255,255]",8,28.164004,28.164076,0.000072,1,18->17->28->8
11,ACK,28,"[1,254]",18,28.164065,28.164127,0.000062,1,28->18
19,JOIN_REQ,8,"[1,254]",18,28.315111,28.315183,0.000072,1,8->18
51,JOIN_ACK,18,"[255,255]",17,28.315183,28.315235,0.000051,1,18->17
51,JOIN_ACK,18,"[255,255]",28,28.315183,28.315245,0.000062,1,18->17->28
51,JOIN_ACK,18,"[255,255]",8,28.315183,28.315256,0.000072,1,18->17->28->8
21,ACK,8,"[1,254]",18,28.315256,28.315328,0.000072,1,8->18
12,JOIN_REQ,17,"[1,254]",18,28.640738,28.640789,0.000051,1,17->18
52,JOIN_ACK,18,"[255,255]",17,28.640789,28.640840,0.000051,1,18->17
52,JOIN_ACK,18,"[255,255]",28,28.640789,28.640851,0.000062,1,18->17->28
52,JOIN_ACK,18,"[255,255]",8,28.640789,28.640861,0.000072,1,18->17->28->8
14,ACK,17,"[1,254]",18,28.640840,28.640892,0.000051,1,17->18
1,JOIN_REQ,26,"[1,4]",17,28.685921,28.686024,0.000103,1,26->17
16,NETID_REQ,17,"[1,254]",18,28.686024,28.686076,0.000051,1,17->18
54,NETID_RESP,18,"[1,4]",17,28.686076,28.686127,0.000051,2,18->17
54,NETID_RESP,18,"[1,4]",17,28.686076,28.686127,0.000051,2,18->17->17
19,JOIN_ACK,17,"[255,255]",18,28.686127,28.686178,0.000051,1,17->18
20,ACK,17,"[1,254]",18,28.686127,28.686178,0.000051,1,17->18
19,JOIN_ACK,17,"[255,255]",27,28.686127,28.686189,0.000062,1,17->18->27
19,JOIN_ACK,17,"[255,255]",28,28.686127,28.686210,0.000083,1,17->18->27->28
19,JOIN_ACK,17,"[255,255]",26,28.686127,28.686230,0.000103,1,17->18->27->28->26
19,JOIN_ACK,17,"[255,255]",8,28.686127,28.686231,0.000104,1,17->18->27->28->26->8
19,JOIN_ACK,17,"[255,255]",16,28.686127,28.686242,0.000115,1,17->18->27->28->26->8->16
3,ACK,26,"[4,254]",17,28.686230,28.686334,0.000103,1,26->17
7,ACK,26,"[1,4]",17,28.686437,28.686541,0.000103,1,26->17
10,JOIN_REQ,68,"[3,254]",57,28.885122,28.885234,0.000111,1,68->57
15,JOIN_ACK,57,"[255,255]",47,28.885234,28.885281,0.000048,1,57->47
15,JOIN_ACK,57,"[255,255]",68,28.885234,28.885345,0.000111,1,57->47->68
15,JOIN_ACK,57,"[255,255]",48,28.885234,28.885351,0.000117,1,57->47->68->48
12,ACK,68,"[3,254]",57,28.885345,28.885457,0.000111,1,68->57
19,JOIN_REQ,35,"[4,254]",26,29.323156,29.323259,0.000103,1,35->26
11,JOIN_ACK,26,"[255,255]",36,29.323259,29.323310,0.000051,1,26->36
11,JOIN_ACK,26,"[255,255]",25,29.323259,29.323315,0.000056,1,26->36->25
11,JOIN_ACK,26,"[255,255]",16,29.323259,29.323349,0.000090,1,26->36->25->16
11,JOIN_ACK,26,"[255,255]",27,29.323259,29.323353,0.000094,1,26->36->25->16->27
11,JOIN_ACK,26,"[255,255]",15,29.323259,29.323355,0.000097,1,26->36->25->16->27->15
11,JOIN_ACK,26,"[255,255]",35,29.323259,29.323362,0.000103,1,26->36->25->16->27->15->35
11,JOIN_ACK,26,"[255,255]",17,29.323259,29.323362,0.000103,1,26->36->25->16->27->15->35->17
21,ACK,35,"[4,254]",26,29.323362,29.323465,0.000103,1,35->26
16,JOIN_REQ,36,"[4,254]",26,29.359364,29.359415,0.000051,1,36->26
12,JOIN_ACK,26,"[255,255]",36,29.359415,29.359466,0.000051,1,26->36
12,JOIN_ACK,26,"[255,255]",25,29.359415,29.359471,0.000056,1,26->36->25
18,ACK,36,"[4,254]",26,29.359466,29.359518,0.000051,1,36->26
15,JOIN_REQ,9,"[1,3]",8,29.378311,29.378402,0.000091,1,9->8
25,NETID_REQ,8,"[1,254]",18,29.378402,29.378475,0.000072,1,8->18
58,NETID_RESP,18,"[1,3]",8,29.378475,29.378547,0.000072,2,18->8
58,NETID_RESP,18,"[1,3]",8,29.378475,29.378547,0.000072,2,18->8->8
28,JOIN_ACK,8,"[255,255]",18,29.378547,29.378619,0.000072,1,8->18
29,ACK,8,"[1,254]",18,29.378547,29.378619,0.000072,1,8->18
28,JOIN_ACK,8,"[255,255]",9,29.378547,29.378638,0.000091,1,8->18->9
28,JOIN_ACK,8,"[255,255]",17,29.378547,29.378651,0.000104,1,8->18->9->17
17,ACK,9,"[5,254]",8,29.378638,29.378729,0.000091,1,9->8
21,ACK,9,"[1,3]",8,29.378820,29.378911,0.000091,1,9->8
20,JOIN_REQ,16,"[4,254]",26,29.511339,29.511430,0.000090,1,16->26
13,JOIN_ACK,26,"[255,255]",36,29.511430,29.511481,0.000051,1,26->36
13,JOIN_ACK,26,"[255,255]",25,29.511430,29.511486,0.000056,1,26->36->25
13,JOIN_ACK,26,"[255,255]",16,29.511430,29.511520,0.000090,1,26->36->25->16
13,JOIN_ACK,26,"[255,255]",27,29.511430,29.511524,0.000094,1,26->36->25->16->27
13,JOIN_ACK,26,"[255,255]",15,29.511430,29.511526,0.000097,1,26->36->25->16->27->15
13,JOIN_ACK,26,"[255,255]",35,29.511430,29.511533,0.000103,1,26->36->25->16->27->15->35
13,JOIN_ACK,26,"[255,255]",17,29.511430,29.511533,0.000103,1,26->36->25->16->27->15->35->17
22,ACK,16,"[4,254]",26,29.511520,29.511610,0.000090,1,16->26
7,JOIN_REQ,69,"[3,1]",68,29.574418,29.574487,0.000069,1,69->68
33,NETID_REQ,68,"[1,254]",18,29.574487,29.574917,0.000430,5,68->57->47->38->27->18
19,NETID_RESP,18,"[3,1]",68,29.574917,29.575347,0.000430,6,18->27->27->38->38->47->47->57->57->68
20,NETID_RESP,18,"[3,1]",68,29.574917,29.575347,0.000430,6,18->27->27->38->38->47->47->57->57->68->68
17,JOIN_ACK,68,"[255,255]",69,29.575347,29.575417,0.000069,1,68->69
17,JOIN_ACK,68,"[255,255]",57,29.575347,29.575459,0.000111,1,68->69->57
9,ACK,69,"[6,254]",68,29.575417,29.575486,0.000069,1,69->68
13,ACK,69,"[3,1]",68,29.575555,29.575624,0.000069,1,69->68
36,ACK,68,"[1,254]",18,29.575347,29.575778,0.000430,5,68->57->47->38->27->18
21,JOIN_REQ,15,"[4,254]",26,29.811394,29.811490,0.000097,1,15->26
18,JOIN_ACK,26,"[255,255]",36,29.811490,29.811542,0.000051,1,26->36
18,JOIN_ACK,26,"[255,255]",25,29.811490,29.811546,0.000056,1,26->36->25
18,JOIN_ACK,26,"[255,255]",16,29.811490,29.811581,0.000090,1,26->36->25->16
18,JOIN_ACK,26,"[255,255]",27,29.811490,29.811584,0.000094,1,26->36->25->16->27
18,JOIN_ACK,26,"[255,255]",15,29.811490,29.811587,0.000097,1,26->36->25->16->27->15
18,JOIN_ACK,26,"[255,255]",35,29.811490,29.811593,0.000103,1,26->36->25->16->27->15->35
18,JOIN_ACK,26,"[255,255]",17,29.811490,29.811594,0.000103,1,26->36->25->16->27->15->35->17
23,ACK,15,"[4,254]",26,29.811587,29.811683,0.000097,1,15->26
26,JOIN_REQ,25,"[4,254]",26,30.051781,30.051838,0.000056,1,25->26
19,JOIN_ACK,26,"[255,255]",36,30.051838,30.051889,0.000051,1,26->36
19,JOIN_ACK,26,"[255,255]",25,30.051838,30.051894,0.000056,1,26->36->25
28,ACK,25,"[4,254]",26,30.051894,30.051950,0.000056,1,25->26
25,JOIN_REQ,6,"[4,3]",16,30.225336,30.225404,0.000068,1,6->16
27,NETID_REQ,16,"[1,254]",18,30.225404,30.225649,0.000245,3,16->26->17->18
21,NETID_RESP,18,"[4,3]",16,30.225649,30.225895,0.000245,4,18->17->17->26->26->16
22,NETID_RESP,18,"[4,3]",16,30.225649,30.225895,0.000245,4,18->17->17->26->26->16->16
28,JOIN_ACK,16,"[255,255]",15,30.225895,30.225939,0.000045,1,16->15
28,JOIN_ACK,16,"[255,255]",6,30.225895,30.225963,0.000068,1,16->15->6
28,JOIN_ACK,16,"[255,255]",25,30.225895,30.225965,0.000070,1,16->15->6->25
28,JOIN_ACK,16,"[255,255]",26,30.225895,30.225985,0.000090,1,16->15->6->25->26
28,JOIN_ACK,16,"[255,255]",17,30.225895,30.226009,0.000115,1,16->15->6->25->26->17
27,ACK,6,"[7,254]",16,30.225963,30.226031,0.000068,1,6->16
30,ACK,16,"[1,254]",18,30.225895,30.226140,0.000245,3,16->26->17->18
31,ACK,6,"[4,3]",16,30.226100,30.226168,0.000068,1,6->16
26,JOIN_REQ,34,"[4,1]",35,30.788896,30.788953,0.000056,1,34->35
34,NETID_REQ,35,"[1,254]",18,30.788953,30.789211,0.000258,3,35->26->17->18
27,NETID_RESP,18,"[4,1]",35,30.789211,30.789469,0.000258,4,18->17->17->26->26->35
28,NETID_RESP,18,"[4,1]",35,30.789211,30.789469,0.000258,4,18->17->17->26->26->35->35
29,JOIN_ACK,35,"[255,255]",34,30.789469,30.789525,0.000056,1,35->34
29,JOIN_ACK,35,"[255,255]",36,30.789469,30.789551,0.000082,1,35->34->36
29,JOIN_ACK,35,"[255,255]",25,30.789469,30.789558,0.000089,1,35->34->36->25
29,JOIN_ACK,35,"[255,255]",24,30.789469,30.789562,0.000093,1,35->34->36->25->24
29,JOIN_ACK,35,"[255,255]",26,30.789469,30.789572,0.000103,1,35->34->36->25->24->26
28,ACK,34,"[8,254]",35,30.789525,30.789581,0.000056,1,34->35
29,JOIN_ACK,35,"[255,255]",45,30.789469,30.789584,0.000115,1,35->34->36->25->24->26->45
32,ACK,34,"[4,1]",35,30.789637,30.789693,0.000056,1,34->35
37,ACK,35,"[1,254]",18,30.789469,30.789727,0.000258,3,35->26->17->18
9,JOIN_REQ,24,"[8,254]",34,30.992183,30.992268,0.000085,1,24->34
35,JOIN_ACK,34,"[255,255]",35,30.992268,30.992324,0.000056,1,34->35
35,JOIN_ACK,34,"[255,255]",33,30.992268,30.992346,0.000078,1,34->35->33
35,JOIN_ACK,34,"[255,255]",24,30.992268,30.992352,0.000085,1,34->35->33->24
35,JOIN_ACK,34,"[255,255]",43,30.992268,30.992376,0.000108,1,34->35->33->24->43
11,ACK,24,"[8,254]",34,30.992352,30.992437,0.000085,1,24->34
20,JOIN_REQ,33,"[8,254]",34,31.611249,31.611327,0.000078,1,33->34
38,JOIN_ACK,34,"[255,255]",35,31.611327,31.611383,0.000056,1,34->35
38,JOIN_ACK,34,"[255,255]",33,31.611327,31.611405,0.000078,1,34->35->33
38,JOIN_ACK,34,"[255,255]",24,31.611327,31.611411,0.000085,1,34->35->33->24
38,JOIN_ACK,34,"[255,255]",43,31.611327,31.611434,0.000108,1,34->35->33->24->43
22,ACK,33,"[8,254]",34,31.611405,31.611483,0.000078,1,33->34
26,JOIN_REQ,14,"[8,1]",24,31.625732,31.625805,0.000073,1,14->24
38,NETID_REQ,24,"[1,254]",18,31.625805,31.626204,0.000399,5,24->34->35->26->17->18
40,NETID_RESP,18,"[8,1]",24,31.626204,31.626603,0.000399,6,18->17->17->26->26->35->35->34->34->24
41,NETID_RESP,18,"[8,1]",24,31.626204,31.626603,0.000399,6,18->17->17->26->26->35->35->34->34->24->24
16,JOIN_ACK,24,"[255,255]",14,31.626603,31.626676,0.000073,1,24->14
16,JOIN_ACK,24,"[255,255]",33,31.626603,31.626686,0.000084,1,24->14->33
16,JOIN_ACK,24,"[255,255]",34,31.626603,31.626687,0.000085,1,24->14->33->34
16,JOIN_ACK,24,"[255,255]",35,31.626603,31.626696,0.000093,1,24->14->33->34->35
16,JOIN_ACK,24,"[255,255]",25,31.626603,31.626701,0.000099,1,24->14->33->34->35->25
16,JOIN_ACK,24,"[255,255]",13,31.626603,31.626707,0.000104,1,24->14->33->34->35->25->13
16,JOIN_ACK,24,"[255,255]",15,31.626603,31.626709,0.000106,1,24->14->33->34->35->25->13->15
28,ACK,14,"[9,254]",24,31.626676,31.626749,0.000073,1,14->24
32,ACK,14,"[8,1]",24,31.626822,31.626895,0.000073,1,14->24
41,ACK,24,"[1,254]",18,31.626603,31.627001,0.000399,5,24->34->35->26->17->18
20,JOIN_REQ,22,"[8,2]",33,31.693875,31.693978,0.000103,1,22->33
45,NETID_REQ,33,"[1,254]",18,31.693978,31.694370,0.000392,5,33->34->35->26->17->18
44,NETID_RESP,18,"[8,2]",33,31.694370,31.694762,0.000392,6,18->17->17->26->26->35->35->34->34->33
45,NETID_RESP,18,"[8,2]",33,31.694370,31.694762,0.000392,6,18->17->17->26->26->35->35->34->34->33->33
27,JOIN_ACK,33,"[255,255]",34,31.694762,31.694840,0.000078,1,33->34
27,JOIN_ACK,33,"[255,255]",24,31.694762,31.694846,0.000084,1,33->34->24
27,JOIN_ACK,33,"[255,255]",32,31.694762,31.694858,0.000095,1,33->34->24->32
27,JOIN_ACK,33,"[255,255]",22,31.694762,31.694866,0.000103,1,33->34->24->32->22
27,JOIN_ACK,33,"[255,255]",13,31.694762,31.694871,0.000109,1,33->34->24->32->22->13
22,ACK,22,"[10,254]",33,31.694866,31.694969,0.000103,1,22->33
48,ACK,33,"[1,254]",18,31.694762,31.695155,0.000392,5,33->34->35->26->17->18
26,ACK,22,"[8,2]",33,31.695072,31.695176,0.000103,1,22->33
2,JOIN_REQ,12,"[10,254]",22,31.874374,31.874444,0.000070,1,12->22
29,JOIN_ACK,22,"[255,255]",13,31.874444,31.874504,0.000060,1,22->13
29,JOIN_ACK,22,"[255,255]",12,31.874444,31.874514,0.000070,1,22->13->12
4,ACK,12,"[10,254]",22,31.874514,31.874584,0.000070,1,12->22
27,JOIN_REQ,43,"[8,254]",34,32.005758,32.005866,0.000108,1,43->34
49,JOIN_ACK,34,"[255,255]",35,32.005866,32.005922,0.000056,1,34->35
49,JOIN_ACK,34,"[255,255]",33,32.005866,32.005944,0.000078,1,34->35->33
49,JOIN_ACK,34,"[255,255]",24,32.005866,32.005950,0.000085,1,34->35->33->24
49,JOIN_ACK,34,"[255,255]",43,32.005866,32.005973,0.000108,1,34->35->33->24->43
29,ACK,43,"[8,254]",34,32.005973,32.006081,0.000108,1,43->34
1,JOIN_REQ,46,"[3,254]",57,32.028054,32.028174,0.000120,1,46->57
29,JOIN_ACK,57,"[255,255]",47,32.028174,32.028222,0.000048,1,57->47
29,JOIN_ACK,57,"[255,255]",68,32.028174,32.028286,0.000111,1,57->47->68
29,JOIN_ACK,57,"[255,255]",48,32.028174,32.028291,0.000117,1,57->47->68->48
29,JOIN_ACK,57,"[255,255]",46,32.028174,32.028294,0.000120,1,57->47->68->48->46
3,ACK,46,"[3,254]",57,32.028294,32.028414,0.000120,1,46->57
19,JOIN_REQ,32,"[10,254]",22,32.144392,32.144502,0.000111,1,32->22
32,JOIN_ACK,22,"[255,255]",13,32.144502,32.144562,0.000060,1,22->13
32,JOIN_ACK,22,"[255,255]",12,32.144502,32.144572,0.000070,1,22->13->12
32,JOIN_ACK,22,"[255,255]",31,32.144502,32.144585,0.000083,1,22->13->12->31
32,JOIN_ACK,22,"[255,255]",21,32.144502,32.144590,0.000088,1,22->13->12->31->21
32,JOIN_ACK,22,"[255,255]",33,32.144502,32.144606,0.000103,1,22->13->12->31->21->33
32,JOIN_ACK,22,"[255,255]",32,32.144502,32.144613,0.000111,1,22->13->12->31->21->33->32
32,JOIN_ACK,22,"[255,255]",11,32.144502,32.144615,0.000113,1,22->13->12->31->21->33->32->11
21,ACK,32,"[10,254]",22,32.144613,32.144723,0.000111,1,32->22
12,JOIN_REQ,11,"[10,254]",22,32.513501,32.513614,0.000113,1,11->22
33,JOIN_ACK,22,"[255,255]",13,32.513614,32.513674,0.000060,1,22->13
33,JOIN_ACK,22,"[255,255]",12,32.513614,32.513684,0.000070,1,22->13->12
33,JOIN_ACK,22,"[255,255]",31,32.513614,32.513696,0.000083,1,22->13->12->31
33,JOIN_ACK,22,"[255,255]",21,32.513614,32.513702,0.000088,1,22->13->12->31->21
33,JOIN_ACK,22,"[255,255]",33,32.513614,32.513717,0.000103,1,22->13->12->31->21->33
33,JOIN_ACK,22,"[255,255]",32,32.513614,32.513724,0.000111,1,22->13->12->31->21->33->32
33,JOIN_ACK,22,"[255,255]",11,32.513614,32.513727,0.000113,1,22->13->12->31->21->33->32->11
14,ACK,11,"[10,254]",22,32.513727,32.513839,0.000113,1,11->22
17,JOIN_REQ,54,"[8,3]",43,32.592074,32.592171,0.000097,1,54->43
49,NETID_REQ,43,"[1,254]",18,32.592171,32.592593,0.000422,5,43->34->35->26->17->18
51,NETID_RESP,18,"[8,3]",43,32.592593,32.593015,0.000422,6,18->17->17->26->26->35->35->34->34->43
52,NETID_RESP,18,"[8,3]",43,32.592593,32.593015,0.000422,6,18->17->17->26->26->35->35->34->34->43->43
34,JOIN_ACK,43,"[255,255]",54,32.593015,32.593112,0.000097,1,43->54
34,JOIN_ACK,43,"[255,255]",34,32.593015,32.593123,0.000108,1,43->54->34
19,ACK,54,"[11,254]",43,32.593112,32.593210,0.000097,1,54->43
23,ACK,54,"[8,3]",43,32.593307,32.593404,0.000097,1,54->43
52,ACK,43,"[1,254]",18,32.593015,32.593437,0.000422,5,43->34->35->26->17->18
27,JOIN_REQ,13,"[10,254]",22,32.693909,32.693969,0.000060,1,13->22
34,JOIN_ACK,22,"[255,255]",13,32.693969,32.694029,0.000060,1,22->13
34,JOIN_ACK,22,"[255,255]",12,32.693969,32.694039,0.000070,1,22->13->12
29,ACK,13,"[10,254]",22,32.694029,32.694088,0.000060,1,13->22
26,JOIN_REQ,2,"[10,1]",12,33.359513,33.359587,0.000074,1,2->12
56,NETID_REQ,12,"[1,254]",18,33.359587,33.360152,0.000565,7,12->22->33->34->35->26->17->18
39,NETID_RESP,18,"[10,1]",12,33.360152,33.360717,0.000565,8,18->17->17->26->26->35->35->34->34->33->33->22->22->12
40,NETID_RESP,18,"[10,1]",12,33.360152,33.360717,0.000565,8,18->17->17->26->26->35->35->34->34->33->33->22->22->12->12
11,JOIN_ACK,12,"[255,255]",13,33.360717,33.360769,0.000052,1,12->13
11,JOIN_ACK,12,"[255,255]",22,33.360717,33.360787,0.000070,1,12->13->22
11,JOIN_ACK,12,"[255,255]",2,33.360717,33.360791,0.000074,1,12->13->22->2
11,JOIN_ACK,12,"[255,255]",11,33.360717,33.360809,0.000091,1,12->13->22->2->11
28,ACK,2,"[12,254]",12,33.360791,33.360865,0.000074,1,2->12
32,ACK,2,"[10,1]",12,33.360938,33.361012,0.000074,1,2->12
59,ACK,12,"[1,254]",18,33.360717,33.361283,0.000565,7,12->22->33->34->35->26->17->18
26,JOIN_REQ,31,"[10,254]",22,33.377852,33.377935,0.000083,1,31->22
42,JOIN_ACK,22,"[255,255]",13,33.377935,33.377995,0.000060,1,22->13
42,JOIN_ACK,22,"[255,255]",12,33.377935,33.378005,0.000070,1,22->13->12
42,JOIN_ACK,22,"[255,255]",31,33.377935,33.378017,0.000083,1,22->13->12->31
42,JOIN_ACK,22,"[255,255]",21,33.377935,33.378023,0.000088,1,22->13->12->31->21
42,JOIN_ACK,22,"[255,255]",33,33.377935,33.378038,0.000103,1,22->13->12->31->21->33
42,JOIN_ACK,22,"[255,255]",32,33.377935,33.378045,0.000111,1,22->13->12->31->21->33->32
42,JOIN_ACK,22,"[255,255]",11,33.377935,33.378048,0.000113,1,22->13->12->31->21->33->32->11
28,ACK,31,"[10,254]",22,33.378017,33.378100,0.000083,1,31->22
5,JOIN_REQ,41,"[10,2]",32,33.514546,33.514628,0.000082,1,41->32
60,NETID_REQ,32,"[1,254]",18,33.514628,33.515234,0.000606,7,32->22->33->34->35->26->17->18
44,NETID_RESP,18,"[10,2]",32,33.515234,33.515840,0.000606,8,18->17->17->26->26->35->35->34->34->33->33->22->22->32
45,NETID_RESP,18,"[10,2]",32,33.515234,33.515840,0.000606,8,18->17->17->26->26->35->35->34->34->33->33->22->22->32->32
28,JOIN_ACK,32,"[255,255]",31,33.515840,33.515904,0.000064,1,32->31
28,JOIN_ACK,32,"[255,255]",41,33.515840,33.515922,0.000082,1,32->31->41
28,JOIN_ACK,32,"[255,255]",33,33.515840,33.515935,0.000095,1,32->31->41->33
28,JOIN_ACK,32,"[255,255]",22,33.515840,33.515951,0.000111,1,32->31->41->33->22
7,ACK,41,"[13,254]",32,33.515922,33.516004,0.000082,1,41->32
11,ACK,41,"[10,2]",32,33.516087,33.516169,0.000082,1,41->32
63,ACK,32,"[1,254]",18,33.515840,33.516446,0.000606,7,32->22->33->34->35->26->17->18
1,JOIN_REQ,64,"[11,254]",54,33.543671,33.543740,0.000069,1,64->54
26,JOIN_ACK,54,"[255,255]",64,33.543740,33.543809,0.000069,1,54->64
3,ACK,64,"[11,254]",54,33.543809,33.543877,0.000069,1,64->54
19,JOIN_REQ,21,"[10,254]",22,33.642325,33.642413,0.000088,1,21->22
47,JOIN_ACK,22,"[255,255]",13,33.642413,33.642473,0.000060,1,22->13
47,JOIN_ACK,22,"[255,255]",12,33.642413,33.642483,0.000070,1,22->13->12
47,JOIN_ACK,22,"[255,255]",31,33.642413,33.642496,0.000083,1,22->13->12->31
47,JOIN_ACK,22,"[255,255]",21,33.642413,33.642501,0.000088,1,22->13->12->31->21
47,JOIN_ACK,22,"[255,255]",33,33.642413,33.642516,0.000103,1,22->13->12->31->21->33
47,JOIN_ACK,22,"[255,255]",32,33.642413,33.642524,0.000111,1,22->13->12->31->21->33->32
47,JOIN_ACK,22,"[255,255]",11,33.642413,33.642526,0.000113,1,22->13->12->31->21->33->32->11
21,ACK,21,"[10,254]",22,33.642501,33.642589,0.000088,1,21->22
28,JOIN_REQ,45,"[3,2]",46,33.811626,33.811678,0.000052,1,45->46
50,NETID_REQ,46,"[1,254]",18,33.811678,33.812116,0.000438,5,46->57->47->38->27->18
33,NETID_RESP,18,"[3,2]",46,33.812116,33.812555,0.000438,6,18->27->27->38->38->47->47->57->57->46
34,NETID_RESP,18,"[3,2]",46,33.812116,33.812555,0.000438,6,18->27->27->38->38->47->47->57->57->46->46
10,JOIN_ACK,46,"[255,255]",45,33.812555,33.812607,0.000052,1,46->45
10,JOIN_ACK,46,"[255,255]",36,33.812555,33.812637,0.000082,1,46->45->36
10,JOIN_ACK,46,"[255,255]",47,33.812555,33.812654,0.000099,1,46->45->36->47
30,ACK,45,"[14,254]",46,33.812607,33.812659,0.000052,1,45->46
10,JOIN_ACK,46,"[255,255]",37,33.812555,33.812669,0.000114,1,46->45->36->47->37
10,JOIN_ACK,46,"[255,255]",35,33.812555,33.812674,0.000119,1,46->45->36->47->37->35
10,JOIN_ACK,46,"[255,255]",57,33.812555,33.812675,0.000120,1,46->45->36->47->37->35->57
